id;raison_sociale;mobile;mail;latitude;longitude;type;categorie;adresse;code_postale;commune;telephone;internet;classement;marque;tourisme;;
525;Le Platane;;;44.72114;-1.065694;Restaurant;Cuisine traditionnelle;au vieux port de Taussat ;33138;LANTON;+33 5 56 60 58 98;;;;;au vieux port de Taussat;
526;La Marine;;;44.705486;-1.04338;Restaurant;Cuisine traditionnelleGrillPizzeriaBrasserieRestauration à  thème;Domaine du Roumingue avenue de la Libération;33138;LANTON;+33 5 57 17 17 94;;;;;Domaine du Roumingue;avenue de la Libération
527;El Caliente;;;44.709236;-1.0511696;Restaurant;Restauration rapide;20 bis avenue de la république ;33138;LANTON;+336 05 13 84 99;;;;;20 bis avenue de la république;
528;Ferme auberge La Gabaye;;;45.124077;-0.274675;Ferme auberge;Cuisine traditionnelle;La Glaive 2 ;33950;LAPOUYADE;+33 5 57 49 42 09;www.lagabaye.com;;Bienvenue à  la Ferme;;La Glaive 2;
529;Le Laromet;;;44.65809;-0.29628;Restaurant;Brasserie;Lac de Laromet ;Grand Piquey;LAROQUE;33556621100;;;;;Lac de Laromet;
530;Chez Edonys et Noam;;;44.786095;-0.4860197;Restaurant;Cuisine traditionnelle;Les Terrasses de Latresne 2 rue de l'Eglise;Cap Ferret;LATRESNE;+33 5 56 20 73 27;;;;;Les Terrasses de Latresne;2 rue de l'Eglise
531;Restaurant de la Gare;;;44.7835;-0.4961764;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;11 avenue de la Libération ;33970;LATRESNE;+33 5 56 91 56 03;;;;;11 avenue de la Libération;
532;Le Résinier;;;44.635715;-0.752273;Hôtel restaurant;Cuisine traditionnelle;68  avenue des Pyrénées;33114;LE BARP;+33 5 56 88 60 07;www.leresinier.com;3 cheminées3 cocottes;Assiette de PaysMaître Restaurateur;;68; avenue des Pyrénées
533;Le Père Ouvrard;;;44.85496;-0.595161;Restaurant;Cuisine traditionnelle;39 avenue de la Libération ;Cap Ferret;LE BOUSCAT;+33 5 56 02 02 04;;;;;39 avenue de la Libération;
534;Hôtel-Golf du Médoc - La Table du Médoc et Le Club;;;44.945026;-0.703124;Hôtel restaurant;BrasserieCuisine traditionnelle;chemin de Courmateau ;33970;LE PIAN-MEDOC;+33 5 56 70 31 31;www.hotelgolfdumedoc.com;;;;chemin de Courmateau;
535;Le Pont Bernet;;;44.954594;-0.703305;Hôtel restaurant;Cuisine traditionnelle;route de Soulac ;Lège;LE PIAN-MEDOC;+33 5 56 70 20 19;www.pont-bernet.fr;2 cheminées3 cocottes;Qualité Tourisme;;route de Soulac;
536;La Typolia;;;44.887234;-1.213574;Restaurant;Brasserie;6  avenue du Gressier;33680;LE PORGE;+33 5 56 26 57 98;www.typolia-bar.com;;;;6; avenue du Gressier
537;Le Galip;;;44.887234;-1.213574;Restaurant;Brasserie;9  avenue de Gressier;33680;LE PORGE;+33 5 57 70 02 10;;;;;9; avenue de Gressier
538;L'Ajoncière;;;44.892025;-1.1848345;Restaurant;Brasserie;5  avenue du Gressier;33680;LE PORGE;+33 5 56 26 57 64;;;;;5; avenue du Gressier
539;Le Bikini Café;;;44.893322;-1.212809;Restaurant;Brasserie;3  avenue du Gressier;33680;LE PORGE;+33 5 56 26 57 15;;;;;3; avenue du Gressier
540;L'Auberge du Porge;;;44.873604;-1.0921204;Restaurant;Cuisine traditionnelle;15  avenue de Bordeaux;33680;LE PORGE;+33 5 57 70 02 09;;;;;15; avenue de Bordeaux
541;Le Courtiou Café Del Sol;;;44.83895;-1.1533927;Restaurant;PizzeriaBistrot / bar à  vinBrasserie;59  route de la Jenny;33680;LE PORGE;+33 5 56 26 58 15;;;;;59; route de la Jenny
542;Le Parc des Charmilles;;;44.655468;0.07651805;Restaurant;Cuisine traditionnelle;1  Prairie Bidu;33580;LE PUY;+33 5 56 71 99 39;;;;;1; Prairie Bidu
543;Le Central Café;;;44.635345;-1.0225009;Hôtel restaurant;Cuisine traditionnelle;61 avenue de la Côte d'Argent ;33970;LE TEICH;+33 5 56 22 65 64;www.lecentralcafe.com;;;;61 avenue de la Côte d'Argent;
544;Brasserie du Delta;;;44.64063;-1.0197973;Restaurant;Brasserie;1 rue du Port BP 11;33970;LE TEICH;+33 5 56 22 80 93;;;Assiette de Pays;;1 rue du Port;BP 11
545;Lybia Pizza;;;44.635864;-1.0239386;Restaurant;Pizzeria;4  avenue des Castaings;33470;LE TEICH;+33 5 57 15 32 71;;;;;4; avenue des Castaings
546;Le Chaland au Temple;;;44.87891;-0.99231;Restaurant;BrasserieRestauration à  thème;26 route du Porge ;33970;LE TEMPLE;+33 5 56 26 57 64;;;;;26 route du Porge;
547;Restaurant des Pins;;;44.653084;-1.2440943;Hôtel restaurant;Cuisine traditionnelle;23  rue des Fauvettes;33970;LEGE-CAP FERRET;+33 5 56 60 60 11;www.hoteldespins.eu;;;;23; rue des Fauvettes
548;Chez Magne;;;44.69148;-1.2329578;Hôtel restaurant;Cuisine traditionnelle;1  avenue de l'Herbe;33950;LEGE-CAP FERRET;+33 5 56 60 50 15;;;;;1; avenue de l'Herbe
549;Le Pavillon Bleu;;;44.655285;-1.2524414;Hôtel restaurant;Cuisine traditionnelle;75  avenue de l'Océan;33970;LEGE-CAP FERRET;+33 5 56 60 65 48;www.hotel-pavillonbleu.com;;;;75; avenue de l'Océan
550;Le Relais du Cap;;;44.744995;-1.1809444;Hôtel restaurant;Cuisine traditionnelle;19  avenue du Général de Gaulle;33950;LEGE-CAP FERRET;+33 5 56 60 70 48;www.hotel-relais-du-cap.com;;;;19; avenue du Général de Gaulle
551;Wharfzazate;;;44.67442;-1.2408328;Restaurant;Bistrot / bar à  vinCuisine traditionnelle;Port de La Vigne La Vigne;33950;LEGE-CAP FERRET;+33 5 56 60 90 18;;;;;Port de La Vigne;La Vigne
552;Couleur Ferret;;;44.674236;-1.2405967;Restaurant;Bistrot / bar à  vinCuisine traditionnelle;Port de La Vigne 5 rue de Teinturin;33950;LEGE-CAP FERRET;+33 5 56 03 68 09;;;;;Port de La Vigne;5 rue de Teinturin
553;La Bodéga du Canon;;;44.701115;-1.2296655;Restaurant;Bistrot / bar à  vinCuisine traditionnelle;173 route du Cap Ferret Le Canon;33970;LEGE-CAP FERRET;+33 6 88 12 97 64;;;;;173 route du Cap Ferret;Le Canon
554;La Madrague;;;44.797794;-1.2267136;Restaurant;Brasserie;Grand Crohot Océan Lège Océan;33950;LEGE-CAP FERRET;+33 5 56 60 33 54;;;;;Grand Crohot Océan;Lège Océan
555;Côte Ouest;;;44.650093;-1.2449312;Restaurant;BrasserieCuisine traditionnelle;67  boulevard de la Plage;33970;LEGE-CAP FERRET;+33 5 56 60 66 23;;;;;67; boulevard de la Plage
556;Le Pit;;;44.748867;-1.1806011;Restaurant;BrasseriePizzeria;2  avenue du Général de Gaulle;33950;LEGE-CAP FERRET;+33 5 56 60 70 39;;;;;2; avenue du Général de Gaulle
557;Crèperie du Port;;;44.74527;-1.1745929;Restaurant;Crèperie;Port de Claouey Claouey;33950;LEGE-CAP FERRET;+33 5 56 60 73 52;;;;;Port de Claouey;Claouey
558;Eden Gourmands Chez Pat-A-Chou;;;44.720608;-1.2096118;Restaurant;Crèperie;64  avenue de Bordeaux;33950;LEGE-CAP FERRET;+33 5 56 60 51 38;http://edengourmands-chez-patachou.com;;;;64; avenue de Bordeaux
559;Frédélian;;;44.652657;-1.2426567;Restaurant;CrèperieBrasserie;33  boulevard de la Plage;33970;LEGE-CAP FERRET;+33 5 56 60 60 59;www.fredelian-capferret.com;;;;33; boulevard de la Plage
560;Le Buffet de la Gare;;;44.656628;-1.2398886;Restaurant;CrèperieRestauration rapide;allée Bélisaire Cap Ferret;33950;LEGE-CAP FERRET;+33 5 56 03 75 84;;;;;allée Bélisaire;Cap Ferret
561;Chacouette;;;44.650856;-1.2438154;Restaurant;Cuisine traditionnelle;50  boulevard de la Plage;33970;LEGE-CAP FERRET;+33 5 57 70 35 07;;;;;50; boulevard de la Plage
562;Le Bistrot du Bassin;;;44.644398;-1.2471199;Restaurant;Cuisine traditionnelle;5  rue des Pionniers;33970;LEGE-CAP FERRET;+33 5 56 03 72 46;www.lamaisondubassin.com;;Maître Restaurateur;;5; rue des Pionniers
563;Chez Hortense;;;44.628925;-1.243239;Restaurant;Cuisine traditionnelle;place de la Liberté - La Pointe Cap Ferret;Cap Ferret;LEGE-CAP FERRET;+33 5 56 60 62 56;;;;;place de la Liberté - La Pointe;Cap Ferret
564;Koh Praya;;;44.787758;-1.164937;Restaurant;Cuisine traditionnelle;6 bis  rue de la Praya;33950;LEGE-CAP FERRET;+33 5 57 70 71 37;;;;;6 bis; rue de la Praya
565;Le Port d'Attache;;;44.745056;-1.1814594;Restaurant;Cuisine traditionnelle;19  avenue du Général de Gaulle;33950;LEGE-CAP FERRET;+33 5 56 60 70 20;www.leportdattache.eu;;;;19; avenue du Général de Gaulle
566;O'jane;;;44.755703;-1.1796001;Restaurant;Cuisine traditionnelle;5 avenue Jane de Boy Claouey;;LEGE-CAP FERRET;+33 5 57 70 89 32;;;;;5 avenue Jane de Boy;Claouey
567;So Phare Away;;;44.648598;-1.248579;Restaurant;Cuisine traditionnelle;32  avenue Nord du Phare;33970;LEGE-CAP FERRET;+33 5 56 60 22 87;;;;;32; avenue Nord du Phare
568;L'Auberge du Bassin;;;44.743153;-1.1818671;Restaurant;Cuisine traditionnelle;38  avenue du Général de Gaulle;33950;LEGE-CAP FERRET;+33 5 56 60 70 22;www.laubergedubassin.com;;;;38; avenue du Général de Gaulle
569;Le Rouf;;;44.70115;-1.22931;Restaurant;Cuisine traditionnelle;186 bis  route du Cap Ferret;33950;LEGE-CAP FERRET;+33 5 56 60 56 52;;;;;186 bis; route du Cap Ferret
570;Le Mascaret;;;44.6484;-1.2477421;Restaurant;Cuisine traditionnelle;17 bis  rue des Goélands;33970;LEGE-CAP FERRET;+33 5 56 03 75 74;;;;;17 bis; rue des Goélands
571;La Pleine Mer;;;44.709156;-1.2237954;Restaurant;Cuisine traditionnelle;124  route du Cap Ferret;33950;LEGE-CAP FERRET;+33 5 56 60 54 55;www.restaurant-la-pleine-mer-lege-cap-ferret.com;;;;124; route du Cap Ferret
572;Le Sail-Fish;;;44.641193;-1.2557029;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;38  rue des Bernaches;33970;LEGE-CAP FERRET;+33 5 56 60 44 84;www.chezgreg.fr;;;;38; rue des Bernaches
573;Pinasse Café;;;44.65626;-1.2396311;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;allée Bélisaire Cap Ferret;33115;LEGE-CAP FERRET;+33 5 56 03 77 87;www.pinassecafe.com;;;;allée Bélisaire;Cap Ferret
574;La Cabane de Chacha;;;44.795387;-1.1471271;Restaurant;Cuisine traditionnelleBrasserie;3  chemin de la Forèt;33950;LEGE-CAP FERRET;+33 5 56 03 63 49;;;;;3; chemin de la Forèt
575;L'Escale;;;44.656612;-1.2394595;Restaurant;Cuisine traditionnelleBrasserie;allée Bélisaire Cap Ferret;33115;LEGE-CAP FERRET;+33 5 56 60 68 17;www.lescale-restaurant.com;;;;allée Bélisaire;Cap Ferret
576;L'Arkeseon;;;44.699715;-1.2293529;Restaurant;Cuisine traditionnelleBrasserieBistrot / bar à  vin;1  allée du Débarcadère;33950;LEGE-CAP FERRET;+33 5 56 60 80 95;www.larkeseon.comwww.arkeseon.fr.st;;;;1; allée du Débarcadère
577;La Fleur de Sel;;;44.699684;-1.2300825;Restaurant;Cuisine traditionnellePizzeria;173  route du Cap Ferret;33950;LEGE-CAP FERRET;+33 5 56 60 29 97;;;;;173; route du Cap Ferret
578;L'Atlantic;;;44.723686;-1.2025737;Restaurant;Cuisine traditionnellePizzeria;20 bis  avenue de Bordeaux;33950;LEGE-CAP FERRET;+33 5 56 60 61 41;;;;;20 bis; avenue de Bordeaux
579;Le Bellevue;;;44.71408;-1.2119293;Restaurant;Cuisine traditionnelleRestauration rapide;allée Louis Gaume Grand Piquey;33115;LEGE-CAP FERRET;+33 5 56 60 85 20;;;;;allée Louis Gaume;Grand Piquey
580;Chez Fred;;;44.791004;-1.167984;Restaurant;Grill;15  avenue du Grand Crohot;33950;LEGE-CAP FERRET;+33 5 57 70 41 74;;;;;15; avenue du Grand Crohot
581;Les Braseros;;;44.79012;-1.1521911;Restaurant;GrillCuisine traditionnelle;39  avenue de la Presqu'île;33950;LEGE-CAP FERRET;+33 5 56 60 15 33;;;;;39; avenue de la Presqu'île
582;La Passe Nord;;;44.623528;-1.2474203;Restaurant;Pizzeria;41 avenue Est Cap Ferret;33115;LEGE-CAP FERRET;+33 5 56 60 69 59;;;;;41 avenue Est;Cap Ferret
583;Il Giardino;;;44.650017;-1.2450385;Restaurant;Pizzeria;71  boulevard de la Plage;33970;LEGE-CAP FERRET;+33 5 56 60 65 22;;;;;71; boulevard de la Plage
584;La Case à  Pizza;;;44.79027;-1.1527919;Restaurant;PizzeriaRestauration rapide;43 avenue de la Presqu'Ile Lège;33860;LEGE-CAP FERRET;+33 6 98 14 31 46;;;;;43 avenue de la Presqu'Ile;Lège
585;Le Bouchon du Ferret;;;44.651585;-1.2457898;Restaurant;Restauration à  thème;rue des Palmiers - Quartier des Pècheurs Cap Ferret;33860;LEGE-CAP FERRET;+33 5 56 60 67 51;;;;;rue des Palmiers - Quartier des Pècheurs;Cap Ferret
586;Clahuîtres;;;44.751305;-1.1810946;Restaurant;Restauration rapide;rond-point de Claouey Claouey;33580;LEGE-CAP FERRET;+33 5 56 60 73 51;;;;;rond-point de Claouey;Claouey
587;Chez Nounours;;;44.64814;-1.248579;Restaurant;Restauration rapide;22  avenue des Goélands;33970;LEGE-CAP FERRET;+33 5 56 03 71 62;www.cheznounours.com;;;;22; avenue des Goélands
588;La Route des Plages;;;44.79067;-1.1456251;Restaurant;Restauration rapide;2  avenue de la Presqu'île;33950;LEGE-CAP FERRET;+33 6 60 06 15 61;;;;;2; avenue de la Presqu'île
589;Le First;;;44.745514;-1.1814594;Restaurant;Restauration rapide;avenue du Général de Gaulle Claouey;33910;LEGE-CAP FERRET;+33 5 56 60 59 81;;;;;avenue du Général de Gaulle;Claouey
590;La Madrague Cap Ferret;;;44.6504;-1.2448024;Restaurant;Restauration rapideBistrot / bar à  vin;61  boulevard de la Plage;33970;LEGE-CAP FERRET;+33 5 56 60 68 34;;;;;61; boulevard de la Plage
591;Le Café Vert;;;44.71408;-1.2442445;Restaurant;Restauration rapideBistrot / bar à  vin;route Forestière Le Truc Vert;33970;LEGE-CAP FERRET;+33 5 57 70 75 42;;;;;route Forestière;Le Truc Vert
592;Côté Ferret;;;44.658115;-1.2516796;Restaurant;Restauration rapideCuisine traditionnelle;13  avenue de Bordeaux;33970;LEGE-CAP FERRET;+33 5 56 60 40 71;;;;;13; avenue de Bordeaux
593;Le Stop Eat;;;44.79779;-1.226595;Restaurant;Restauration rapideRôtisserie;Grand Crohot Océan Lège Océan;33240;LEGE-CAP FERRET;+33 6 63 43 42 88;;;;;Grand Crohot Océan;Lège Océan
594;Resto'Café;;;44.745495;-0.5941185;Restaurant;Brasserie;100  avenue de Bordeaux;33850;LEOGNAN;+33 5 56 64 52 52;;;;;100; avenue de Bordeaux
595;Le Pirèques;;;44.74227;-0.5971745;Restaurant;Cuisine traditionnelle;11  rue de Pirèques;33850;LEOGNAN;+33 5 56 64 09 44;;;;;11; rue de Pirèques
596;Les Ailes;;;44.70012;-0.600171;Restaurant;Cuisine traditionnelle;aérodrome de Léognan Saucats ;33240;LEOGNAN;+33 5 56 64 75 57;;;;;aérodrome de Léognan Saucats;
597;La Forge;;;44.738525;-0.6759166;Restaurant;Cuisine traditionnelleBrasserie;67  avenue du Maréchal Leclerc;33850;LEOGNAN;+33 5 56 64 11 58;;;;;67; avenue du Maréchal Leclerc
598;L'Eau Berge Bleue;;;44.724064;-0.6211303;Restaurant;Cuisine traditionnelleRestauration rapide;chemin des Terres Rousses ;33240;LEOGNAN;+33 5 56 64 84 45;;;;;chemin des Terres Rousses;
599;L'Assiette de l'Epicerie;;;44.72431;-0.5935084;Restaurant;Restauration rapide;58 chemin de Branon ;33660;LEOGNAN;+33 5 56 85 83 38;http://lassiettedelepicerie.blogspot.com;;;;58 chemin de Branon;
600;L'Olivier;;;44.614727;-1.2012004;Restaurant;Cuisine traditionnellePizzeria;257  boulevard de l'Océan;33115;PYLA-SUR-MER;+33 5 56 22 13 34;www.restaurant-pyla-sur-mer-l-olivier.com;;;;257; boulevard de l'Océan
601;Le Panorama;;;44.556595;-1.2387084;Restaurant;Cuisine traditionnellePizzeria;Camping Panorama route de Biscarrosse;33820;PYLA-SUR-MER;+33 5 56 54 40 06;;;;;Camping Panorama;route de Biscarrosse
602;Restaurant du Camping la Forèt;;;44.585823;-1.2078094;Restaurant;Cuisine traditionnellePizzeriaRestauration rapide;route de Biscarrosse ;33820;PYLA-SUR-MER;+33 5 56 66 36 94;www.village-center.com;;;;route de Biscarrosse;
603;La Maison Blanche;;;44.52968;-1.2356185;Restaurant;Cuisine traditionnellePizzeriaRestauration rapideGrill;route de Biscarrosse ;33820;PYLA-SUR-MER;+33 5 56 22 71 48;;;;;route de Biscarrosse;
604;Le Delta;;;44.54644;-1.2538146;Restaurant;Cuisine traditionnelleRestauration rapide;Camping du Petit Nice route de Biscarrosse;33820;PYLA-SUR-MER;+33 5 56 22 74 03;;;;;Camping du Petit Nice;route de Biscarrosse
605;Le Grand Large;;;44.59783;-1.1998701;Restaurant;Restauration rapide;Parking de la Dune ;;PYLA-SUR-MER;+33 5 56 22 76 85;;;;;Parking de la Dune;
606;La Case à  Lolo;;;44.59762;-1.1995697;Restaurant;Restauration rapide;Parking de la Dune ;;PYLA-SUR-MER;+33 5 56 22 14 99;;;;;Parking de la Dune;
607;Dune West;;;44.597893;-1.1990118;Restaurant;Restauration rapideBrasserieCrèperie;Aire d'accueil de la Dune du Pilat ;33820;PYLA-SUR-MER;+33 5 56 22 15 83;;;;;Aire d'accueil de la Dune du Pilat;
608;La Paillote;;;44.5835;-1.2113285;Restaurant;Restauration rapideCuisine traditionnelle;Camping de la Dune route de Biscarrosse;33820;PYLA-SUR-MER;+33 5 56 22 14 83;;;;;Camping de la Dune;route de Biscarrosse
609;L'Oasis de la Dune;;;44.59823;-1.199913;Restaurant;Restauration rapideCuisine traditionnelle;Parking de la Dune ;;PYLA-SUR-MER;+33 5 56 22 11 96;;;;;Parking de la Dune;
610;Snack de la Corniche;;;44.602203;-1.2132596;Restaurant;Restauration rapideCuisine traditionnelle;Plage de la Corniche ;33920;PYLA-SUR-MER;+33 6 63 67 74 24;;;;;Plage de la Corniche;
611;La Palombière;;;44.598167;-1.1997413;Restaurant;Restauration rapideCuisine traditionnelle;parking de la Dune ;33340;PYLA-SUR-MER;+33 5 56 22 78 54;;;;;parking de la Dune;
612;Magic Pyla;;;44.597923;-1.2002563;Restaurant;Restauration rapideCuisine traditionnellePizzeria;parking de la Dune ;;PYLA-SUR-MER;+33 5 56 22 65 74;;;;;parking de la Dune;
613;Le Relais Reignacais;;;45.268967;-0.5234975;Restaurant;Cuisine traditionnelle;Le Bourg ;33230;REIGNAC;+33 5 57 32 41 61;;;;;Le Bourg;
614;Le Savoureux;;;45.233845;-0.5080652;Restaurant;Cuisine traditionnelle;5 rue de la République ;;REIGNAC;+33 5 57 64 30 39;;;;;5 rue de la République;
615;Ferme auberge Gauvry;;;44.65918;0.082404;Ferme auberge;Cuisine traditionnelle; ;;RIMONS;+33 5 56 71 83 96;www.bienvenue-a-la-ferme.com/gironde/ferme-ferme-auberge-gauvry-142110/contact_plan_acces;;Assiette de PaysBienvenue à  la Ferme;;;
616;Auberge de l'Ancienne Poste;;;44.63532;-0.318445;Restaurant;Cuisine traditionnelle;1  place Cazeaux Cazalet;33410;RIONS;+33 5 56 27 43 31;www.restaurant-rions.com;;;;1; place Cazeaux Cazalet
617;Au Bon Coin;;;44.498726;-0.282168;Restaurant;Brasserie;Le bourg ;33820;ROAILLAN;+33 5 56 76 66 30;;;;;Le bourg;
618;L'Auberge de l'Isle;;;45.037716;-0.1849222;Hôtel restaurant;Cuisine traditionnelle;port de Guîtres ;33820;SABLONS;+33 5 57 69 22 58;;;;;port de Guîtres;
619;Le Lary;;;45.03617;-0.1845359;Restaurant;Cuisine traditionnelle;2 port de Guîtres Le Deroc;33820;SABLONS;+33 5 57 69 10 32;;;;;2 port de Guîtres;Le Deroc
620;Le Lorient;;;44.794807;-0.385087;Restaurant;Brasserie;57  route départementale 671;33670;SADIRAC;+33 5 56 30 60 56;;;;;57; route départementale 671
621;Le ça dira quoi ?;;;44.781166;-0.4080063;Restaurant;Cuisine traditionnelle;43  route de Créon;33670;SADIRAC;+33 5 56 23 74 79;;;;;43; route de Créon
622;Restaurant de l'Hôtel de Ville;;;44.994484;-0.4465395;Hôtel restaurant;Cuisine traditionnelleBrasserie;3 place Raoul Larche ;;SAINT-ANDRE-DE-CUBZAC;+33 5 57 43 66 21;;;;;3 place Raoul Larche;
623;Le Bistrot du Marché;;;44.995758;-0.438584;Restaurant;BrasserieBistrot / bar à  vinCafétériaRestauration rapide;17 rue de la Fontaine ;33410;SAINT-ANDRE-DE-CUBZAC;+33 5 24 42 00 07;;;;;17 rue de la Fontaine;
624;Cafétéria Casino;;;45.010418;-0.4261064;Restaurant;CafétériaCrèperieGrillRestauration à  thèmeRôtisserieRestauration rapide;ZAC de la Garosse centre commercial Géant Casino;;SAINT-ANDRE-DE-CUBZAC;+33 5 57 43 60 97;;;;;ZAC de la Garosse;centre commercial Géant Casino
625;Restaurant Ambiance d'Ailleurs;;;44.992973;-0.447986;Restaurant;Cuisine traditionnelle;85 rue Nationale ;;SAINT-ANDRE-DE-CUBZAC;+33 5 57 43 45 24;;;;;85 rue Nationale;
626;Le Boeuf Kiri;;;45.003994;-0.4372322;Restaurant;Grill;283 rue Nationale ;;SAINT-ANDRE-DE-CUBZAC;+33 5 57 45 38 09;www.leboeufkiri.com;;;;283 rue Nationale;
627;Le Soleil Levant;;;44.99664;-0.4445493;Restaurant;Pizzeria;204 rue Nationale ;;SAINT-ANDRE-DE-CUBZAC;+33 5 57 43 43 94;;;;;204 rue Nationale;
628;L'Ecluse;;;45.028812;0.034067;Restaurant;Cuisine traditionnelle;Logerie - D10 ;33220;SAINT-ANTOINE-SUR-L'ISLE;+33 5 57 49 70 01;;;;;Logerie - D10;
629;Le San Donato;;;45.02788;0.0391266;Restaurant;PizzeriaCuisine traditionnelle;avenue de la Libération ;;SAINT-ANTOINE-SUR-L'ISLE;+33 5 57 49 68 50;;;;;avenue de la Libération;
630;A l'Etape Blayaise;;;45.268967;-0.5608177;Hôtel restaurant;Cuisine traditionnelle;26 Le Bourg ;33330;SAINT-AUBIN-DE-BLAYE;+33 5 57 32 63 05;;;;;26 Le Bourg;
631;Chez Lionel et Carmène;;;45.26433;-0.5607748;Restaurant;Brasserie;5 le Champ des Aubiers ;33330;SAINT-AUBIN-DE-BLAYE;+33 5 57 32 86 39;;;;;5 le Champ des Aubiers;
632;Le Relais de Roubisque;;;45.243107;-0.5713748;Restaurant;Cuisine traditionnelle;Roubisque ;33330;SAINT-AUBIN-DE-BLAYE;+33 5 57 64 68 28;;;;;Roubisque;
633;à” Minotte;;;45.260586;-0.5623626;Restaurant;Cuisine traditionnelle;2 Francicot ;;SAINT-AUBIN-DE-BLAYE;+33 5 57 58 35 97;;;;;2 Francicot;
634;Les 4 Saisons;;;44.85033;0.2570382;Restaurant;Cuisine traditionnelle;48  rue des 2 Villages;33220;SAINT-AVIT-SAINT-NAZAIRE;+33 5 57 48 54 42;;;;;48; rue des 2 Villages
635;Hostellerie du Chateau Semens;;;44.703403;-0.1445338;Hôtel restaurant;Cuisine traditionnelle;3  Semens;33540;SAINT-BRICE;+33 5 56 61 73 74;www.hostellerie-semens.com;;;;3; Semens
636;L'Auberge du Petit Moulin;;;45.28328;-0.5657529;Hôtel restaurant;Cuisine traditionnelle;7 le Petit Moulin ;33330;SAINT-CAPRAIS-DE-BLAYE;+33 5 57 32 67 21;;;;;7 le Petit Moulin;
637;L'Epervier;;;45.2909;-0.5704303;Restaurant;Cuisine traditionnellePizzeria;9 Ferchaud ;33330;SAINT-CAPRAIS-DE-BLAYE;+33 5 57 32 99 51;;;;;9 Ferchaud;
638;Le Dynamyc;;;45.130466;-0.5084985;Restaurant;CrèperieCuisine traditionnellePizzeria;9  place de l'Eglise;33920;SAINT-CHRISTOLY-DE-BLAYE;+33 5 57 43 47 92;;;;;9; place de l'Eglise
639;Le Restaurant du Lac;;;45.152115;-0.4758292;Restaurant;Cuisine traditionnellePizzeria;Les Lacs du Moulin Blanc ;;SAINT-CHRISTOLY-DE-BLAYE;+33 5 57 42 46 83;;;;;Les Lacs du Moulin Blanc;
640;La Maison du Douanier;;;45.359924;-0.8213782;Restaurant;Cuisine traditionnelle;1 route de By ;;SAINT-CHRISTOLY-MEDOC;+33 5 56 41 35 25;www.maisondudouanier.com;;;;1 route de By;
641;Ferme auberge Pillet;;;45.054996;0.016565;Ferme auberge;Cuisine traditionnelle;4  Beytoure;33230;SAINT-CHRISTOPHE-DE-DOUBLE;+33 5 57 69 52 36;www.bienvenue-a-la-ferme.com/gironde/ferme-auberge/ferme-ferme-de-marie-france-et-patrick-pillet-2653-64205;;Bienvenue à  la Ferme;;4; Beytoure
642;La Forèt;;;45.08048;0.015391;Restaurant;Cuisine traditionnelle;aire nautique et de loisirs ;;SAINT-CHRISTOPHE-DE-DOUBLE;+33 5 57 49 50 02;;;;;aire nautique et de loisirs;
643;Auberge du Village;;;44.897232;-0.122234;Restaurant;Cuisine traditionnelle;2  Thillet;33330;SAINT-CHRISTOPHE-DES-BARDES;+33 5 57 74 46 39;;;;;2; Thillet
644;Le Chat Noir;;;45.030983;-0.2735424;Restaurant;Bistrot / bar à  vinPizzeriaRestauration rapideCuisine traditionnelle;1  rue Montaigne;33910;SAINT-CIERS-D'ABZAC;+33 5 57 40 53 10;;;;;1; rue Montaigne
645;La Closerie des Vignes;;;45.099014;-0.6036794;Hôtel restaurant;Cuisine traditionnelle;Village des Arnauds ;;SAINT-CIERS-DE-CANESSE;+33 5 57 64 81 90;www.hotel-restaurant-gironde.com;;Tables et Auberges de France;;Village des Arnauds;
646;La Guinguette - La Lampe à  Pétrole;;;45.285366;-0.6988334;Restaurant;BrasserieCuisine traditionnelle;Port des Callonges quai d'Orio; avenue Charles de Gaulle;SAINT-CIERS-SUR-GIRONDE;+33 5 57 43 22 30;;;;;Port des Callonges;quai d'Orio
647;Chez Lisou;;;45.29098;-0.6121873;Restaurant;Cuisine traditionnelle;92 avenue de la République ;33340;SAINT-CIERS-SUR-GIRONDE;+33 5 57 32 60 27;;;;;92 avenue de la République;
648;L'Escale;;;45.289986;-0.610857;Restaurant;Cuisine traditionnelleBrasserie;avenue de la République ;33240;SAINT-CIERS-SUR-GIRONDE;+33 5 57 32 60 23;;;;;avenue de la République;
649;Le Drop;;;44.424156;-0.1804161;Restaurant;Cuisine traditionnelleGrill;6  le Grand;33430;SAINT-COME;+33 5 56 25 99 34;http://ledrop.free.fr;;;;6; le Grand
650;Le Haut Mexant;;;44.997963;-0.2004361;Restaurant;Cuisine traditionnelle;4 route de Guîtres ;;SAINT-DENIS-DE-PILE;+33 5 57 25 60 13;;;;;4 route de Guîtres;
651;Pizzeria Mamio;;;44.994087;-0.2042555;Restaurant;Pizzeria;10  route de Paris;33910;SAINT-DENIS-DE-PILE;+33 5 57 84 26 16;;;;;10; route de Paris
652;Le Montécrucien;;;44.592953;-0.2803663;Restaurant;BrasserieRestauration rapide;22 le Bourg Est ;;SAINTE-CROIX-DU-MONT;+33 5 56 62 09 60;;;;;22 le Bourg Est;
